"Unknown block type","Unknown block type",module,Magento_Backend
"Please correct the tab configuration and try again. Tab Id should be not empry","Please correct the tab configuration and try again. Tab Id should be not empry",module,Magento_Backend
"Please correct the tab configuration and try again.","Please correct the tab configuration and try again.",module,Magento_Backend
"You have logged out.","您已登出.",module,Magento_Backend
"Specified cache type(s) don't exist: %1","Specified cache type(s) don't exist: %1",module,Magento_Backend
"The image cache was cleaned.","The image cache was cleaned.",module,Magento_Backend
"An error occurred while clearing the image cache.","An error occurred while clearing the image cache.",module,Magento_Backend
"The JavaScript/CSS cache has been cleaned.","The JavaScript/CSS cache has been cleaned.",module,Magento_Backend
"An error occurred while clearing the JavaScript/CSS cache.","An error occurred while clearing the JavaScript/CSS cache.",module,Magento_Backend
"The static files cache has been cleaned.","The static files cache has been cleaned.",module,Magento_Backend
"You flushed the cache storage.","You flushed the cache storage.",module,Magento_Backend
"The Magento cache storage has been flushed.","The Magento cache storage has been flushed.",module,Magento_Backend
"Cache Management","Cache Management",module,Magento_Backend
"%1 cache type(s) disabled.","%1 cache type(s) disabled.",module,Magento_Backend
"An error occurred while disabling cache.","An error occurred while disabling cache.",module,Magento_Backend
"%1 cache type(s) enabled.","%1 cache type(s) enabled.",module,Magento_Backend
"An error occurred while enabling cache.","An error occurred while enabling cache.",module,Magento_Backend
"%1 cache type(s) refreshed.","%1 cache type(s) refreshed.",module,Magento_Backend
"An error occurred while refreshing cache.","An error occurred while refreshing cache.",module,Magento_Backend
Dashboard,儀表盤,module,Magento_Backend
"We updated lifetime statistic.","We updated lifetime statistic.",module,Magento_Backend
"We can't refresh lifetime statistics.","We can't refresh lifetime statistics.",module,Magento_Backend
"invalid request","無效請求",module,Magento_Backend
"see error log for details","請看錯誤日誌的詳細信息",module,Magento_Backend
"Service unavailable: %1","服務不能提供: %1",module,Magento_Backend
Error,錯誤,module,Magento_Backend
"Access Denied.","訪問被拒絕.",module,Magento_Backend
